label,message
ham,Check this out: https://youtube.com/watch?v=Rohan
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7688692102 immediately."
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify362.com/login
ham,Check this out: https://youtube.com/watch?v=Soham
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade8671726170.xyz or WhatsApp +91-858."
ham,Can you share the assignment PDF with me?
ham,"Dear Ananya, your monthly bank statement for account ending in 1 is ready for viewing in your portal."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7882308345 to claim your prize cheque."
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify116.com/login
ham,Please find attached the project status report for QAmit review. Let me know your thoughts.
ham,Your monthly mobile postpaid bill of Rs. 10425 is due on 657620. Pay via Airtel Thanks App to avoid late charges.
ham,Can you send the lecture notes from yesterday?
ham,"Hey Aditya, I have reached the restaurant. Let me know when you arrive."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8595247932.top or call driver +91-986.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8061065732 to disburse funds."
ham,"Congratulations on getting the job offer, so proud of you!"
spam,Security Alert! Unauthorized login attempt detected from IP 34. Confirm your password here: http://2459945/account/update
ham,"Please pick up the phone, need to ask you something urgent."
ham,"Hi Rahul, could you review the pull request for the authentication module when you have a moment?"
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler923.top/invest
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 6970 PM at City Clinic.
ham,"Hi Sameer, let's catch up for lunch today around 1:00 PM if you're free."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9287323153 or +91-294 immediately.
spam,"Dear Customer, you received a tax refund of Rs. 998. Submit your bank credentials to deposit: https://incometax-refund-portal3538837.org/claim"
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9205690254 now.
ham,Hey are you coming to class today? Professor is taking attendance.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9580870095 to disburse funds."
ham,Can you transfer money for movie tickets? My UPI is not working.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update730.com/login.php
ham,Happy birthday bro! Have an awesome year ahead!
ham,"Hey dude, what time does the match start today?"
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade8120779287.xyz or WhatsApp +91-912."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9220545490 or +91-803 immediately.
ham,"Hey team, the sprint planning session is confirmed for Soham at 10:00 AM."
ham,"Hey team, the sprint planning session is confirmed for Rahul at 10:00 AM."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8092214153 or +91-657 immediately.
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk682.net/verify
spam,Congratulations! You have won Rs. 142 in the international lottery. Claim your reward now: http://claim-prize1050195.xyz/bonus
spam,"Dear Customer, you received a tax refund of Rs. 443. Submit your bank credentials to deposit: https://incometax-refund-portal1716983.org/claim"
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
ham,Let's meet at the library around Soham PM to finish the group project.
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store392.xyz/shop
spam,Your pending invoice #921.pdf is ready for download. Click here: https://billing-doc9056619.com/invoice.exe
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,Your pending invoice #267.pdf is ready for download. Click here: https://billing-doc3040176.com/invoice.exe
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 10316 PM at City Clinic.
ham,Here are the notes and action items from yesterday's discussion with the client.
ham,"Please call me at +91-Aditya immediately, need some help."
ham,Your package with tracking #10295 will be delivered today by courier. Contact delivery associate at +91 98466943 to coordinate.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7332517578 immediately."
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify477.com/login
ham,Can you send the lecture notes from yesterday?
ham,"Call me urgently, it is important."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update733.com/login.php
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7416321244 now.
spam,Security Alert! Unauthorized login attempt detected from IP 430. Confirm your password here: http://4316392/account/update
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9784850185 or +91-131 immediately.
ham,"Dear Customer, your A/C ending 3323 is credited with Rs. 127921 on 4862. Avail Bal: Rs. 64968. - SBI"
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk370.net/verify
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7258611402 to disburse funds."
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9299416880 to disburse funds."
ham,Are you free tonight? Let's go to that cafe.
spam,Your pending invoice #453.pdf is ready for download. Click here: https://billing-doc4577412.com/invoice.exe
spam,"Dear Customer, you received a tax refund of Rs. 72. Submit your bank credentials to deposit: https://incometax-refund-portal805507.org/claim"
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9869371371 or +91-949 immediately.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9991965162 now.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update533.com/login.php
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7224115907 to disburse funds."
spam,"Dear Customer, you received a tax refund of Rs. 89. Submit your bank credentials to deposit: https://incometax-refund-portal8860891.org/claim"
ham,Please find attached the project status report for QRahul review. Let me know your thoughts.
spam,"Dear Customer, you received a tax refund of Rs. 395. Submit your bank credentials to deposit: https://incometax-refund-portal6916339.org/claim"
ham,"Please call me at +91-Sneha immediately, need some help."
ham,Here is the shared project document: https://docs.google.com/document/d/projTanvi - please review.
ham,"Hey dude, what time does the match start today?"
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9525126690 immediately."
ham,Your flight booking reference Rahul from Mumbai to Delhi is confirmed for departure at 5.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8897310580 to claim your prize cheque."
ham,Please find attached the project status report for QSneha review. Let me know your thoughts.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update794.com/login.php
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update7417510914 or call +91-211."
ham,"Call me urgently, it is important."
ham,Your package with tracking #3236 will be delivered today by courier. Contact delivery associate at +91 98744903 to coordinate.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify970.com/login
ham,"Mom said dinner is ready, come home soon."
ham,Can you pay Rs. Kavita for the pizza? I will give you cash tonight.
ham,Here is the shared project document: https://docs.google.com/document/d/projAnanya - please review.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9284154116.xyz or WhatsApp +91-737."
ham,Bhai where are you? Waiting outside the metro station.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9426334338 immediately."
ham,"Call me urgently, it is important."
ham,"Hey dude, what time does the match start today?"
ham,Your monthly mobile postpaid bill of Rs. 3552 is due on 926080. Pay via Airtel Thanks App to avoid late charges.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9484926218.top or call driver +91-820.
ham,"Bro, did you complete the homework for tomorrow's class?"
ham,"Dear Customer, your A/C ending 3445 is credited with Rs. 758000 on 1393. Avail Bal: Rs. 41559. - SBI"
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9649235608 or +91-963 immediately.
spam,"Dear Customer, you received a tax refund of Rs. 487. Submit your bank credentials to deposit: https://incometax-refund-portal7713375.org/claim"
ham,"Hey Sameer, I have reached the restaurant. Let me know when you arrive."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7205742530 to claim your prize cheque."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update70.com/login.php
ham,Happy birthday bro! Have an awesome year ahead!
spam,"Dear Customer, you received a tax refund of Rs. 302. Submit your bank credentials to deposit: https://incometax-refund-portal7962172.org/claim"
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8940870239 or +91-730 immediately.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8331077655 or +91-982 immediately.
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
ham,"Hi Priya, can we reschedule our meeting to tomorrow at 9 PM? Thanks."
ham,"Dear Customer, your A/C ending 10785 is credited with Rs. 295929 on 7584. Avail Bal: Rs. 76716. - SBI"
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7807414517 to disburse funds."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-9851348114 to claim your prize cheque."
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoKavita
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk409.net/verify
spam,Congratulations! You have won Rs. 819 in the international lottery. Claim your reward now: http://claim-prize292263.xyz/bonus
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9118333902 or +91-130 immediately.
ham,Sent you Rs. Priya on PhonePe for yesterday's dinner bill.
ham,"Split the cab fare on UPI, your share is Rs. Soham."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store695.xyz/shop
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7388312877 or +91-212 immediately.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7598801129 to claim your prize cheque."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme397.biz/register
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9487067874.xyz or WhatsApp +91-483."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-8681213611 now.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8654421203 immediately."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store211.xyz/shop
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler428.top/invest
spam,Security Alert! Unauthorized login attempt detected from IP 970. Confirm your password here: http://8448908/account/update
ham,"Hi Kavita, could you review the pull request for the authentication module when you have a moment?"
spam,Your pending invoice #786.pdf is ready for download. Click here: https://billing-doc2156504.com/invoice.exe
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8830561199 or call +91-936."
spam,Congratulations! You have won Rs. 231 in the international lottery. Claim your reward now: http://claim-prize7395182.xyz/bonus
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store231.xyz/shop
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8607111348 or call +91-114."
ham,"Hey team, the sprint planning session is confirmed for Tanvi at 10:00 AM."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme552.biz/register
ham,Are you awake? Give me a quick ring when you see this.
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoPriya
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9052468760 or call +91-110."
ham,Your OTP for online transaction of Rs. 8847 at Amazon is 703629. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,Receipt for your recent payment of Rs. Kavita to Electric Utility Services.
ham,Sent you Rs. Tanvi on PhonePe for yesterday's dinner bill.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8379825184.top or call driver +91-894.
ham,Can you share Tanvi's contact number with me?
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9378610290 to disburse funds."
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme148.biz/register
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoSneha
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7890608547 to disburse funds."
ham,Receipt for your recent payment of Rs. Sneha to Electric Utility Services.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7550894164 or +91-317 immediately.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8945965497 or call +91-951."
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9504407159 or call +91-279."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme32.biz/register
ham,"Dear customer, cash withdrawal of Rs. 10088 from ATM at 452330 was successful. - ICICI Bank"
ham,"Dear customer, cash withdrawal of Rs. 6831 from ATM at 380770 was successful. - ICICI Bank"
ham,Your monthly mobile postpaid bill of Rs. 4496 is due on 196753. Pay via Airtel Thanks App to avoid late charges.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade8058118069.xyz or WhatsApp +91-483."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 5652 PM at City Clinic.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8509318385 or +91-887 immediately.
ham,Your package with tracking #5390 will be delivered today by courier. Contact delivery associate at +91 98402271 to coordinate.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9194922897 now.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7589105095 or +91-183 immediately.
ham,Here are the notes and action items from yesterday's discussion with the client.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8065639518.top or call driver +91-617.
ham,Please find attached the project status report for QAnanya review. Let me know your thoughts.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9546891081 to disburse funds."
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoVikram
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade8982908737.xyz or WhatsApp +91-912."
ham,"Split the cab fare on UPI, your share is Rs. Kavita."
ham,Read this article when free: https://wikipedia.org/wiki/TopicTanvi
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7810656209 or +91-156 immediately.
ham,"Call me urgently, it is important."
ham,"Bhai, call me at +91-Aditya as soon as possible."
spam,Congratulations! You have won Rs. 579 in the international lottery. Claim your reward now: http://claim-prize9242662.xyz/bonus
ham,Happy birthday bro! Have an awesome year ahead!
ham,Your monthly mobile postpaid bill of Rs. 6064 is due on 590018. Pay via Airtel Thanks App to avoid late charges.
spam,"Dear Customer, you received a tax refund of Rs. 390. Submit your bank credentials to deposit: https://incometax-refund-portal185297.org/claim"
spam,Your pending invoice #580.pdf is ready for download. Click here: https://billing-doc6314274.com/invoice.exe
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 9178 PM at City Clinic.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade8966510357.xyz or WhatsApp +91-570."
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7338244674 to claim your prize cheque."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update580.com/login.php
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update107.com/login.php
ham,"Hey team, the sprint planning session is confirmed for Amit at 10:00 AM."
spam,Congratulations! You have won Rs. 227 in the international lottery. Claim your reward now: http://claim-prize3895027.xyz/bonus
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7549116126.top or call driver +91-900.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7722446474 to disburse funds."
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7862031207 immediately."
ham,"Hey Priya, I have reached the restaurant. Let me know when you arrive."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade7766691610.xyz or WhatsApp +91-710."
ham,Thanks for your help with the bug in the code earlier.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7619152187 now.
spam,"Dear Customer, you received a tax refund of Rs. 73. Submit your bank credentials to deposit: https://incometax-refund-portal4395371.org/claim"
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme835.biz/register
ham,Your flight booking reference Priya from Mumbai to Delhi is confirmed for departure at 11.
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify732.com/login
ham,Sent you Rs. Priya on PhonePe for yesterday's dinner bill.
ham,Your flight booking reference Soham from Mumbai to Delhi is confirmed for departure at 7.
ham,Here are the notes and action items from yesterday's discussion with the client.
ham,"Good morning, here is the updated presentation deck for our team demonstration."
ham,Please submit your semester assignment before Friday 5:00 PM on the university portal.
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk769.net/verify
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store939.xyz/shop
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler174.top/invest
ham,Please find attached the project status report for QAmit review. Let me know your thoughts.
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,Are you free tonight? Let's go to that cafe.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8824893044 to claim your prize cheque."
spam,Security Alert! Unauthorized login attempt detected from IP 190. Confirm your password here: http://6926868/account/update
ham,Your monthly mobile postpaid bill of Rs. 8052 is due on 545879. Pay via Airtel Thanks App to avoid late charges.
ham,"Dear Sneha, your monthly bank statement for account ending in 11 is ready for viewing in your portal."
ham,"Call me urgently, it is important."
ham,"Please call me at +91-Kavita immediately, need some help."
ham,Your OTP for online transaction of Rs. 10356 at Amazon is 736771. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,"Please pick up the phone, need to ask you something urgent."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7974970947 or +91-834 immediately.
ham,Thank you for your order #Soham. Your package has been dispatched and will arrive by 8.
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store557.xyz/shop
spam,"Dear Customer, you received a tax refund of Rs. 664. Submit your bank credentials to deposit: https://incometax-refund-portal6519100.org/claim"
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7861941737 to disburse funds."
ham,"Hey dad, reached the station safely, booking cab now."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8324888031 or call +91-151."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7163304819.top or call driver +91-278.
ham,"Congratulations on getting the job offer, so proud of you!"
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9352489267 to disburse funds."
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoRohan
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8143784881 to claim your prize cheque."
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify622.com/login
ham,Your flight booking reference Tanvi from Mumbai to Delhi is confirmed for departure at 8.
ham,Can you share the assignment PDF with me?
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store362.xyz/shop
spam,Congratulations! You have won Rs. 519 in the international lottery. Claim your reward now: http://claim-prize6828386.xyz/bonus
ham,Your package with tracking #5263 will be delivered today by courier. Contact delivery associate at +91 98429522 to coordinate.
ham,Your package with tracking #10957 will be delivered today by courier. Contact delivery associate at +91 98665982 to coordinate.
ham,Watch this funny clip: https://youtu.be/Vikram
spam,Your pending invoice #299.pdf is ready for download. Click here: https://billing-doc5890892.com/invoice.exe
spam,Security Alert! Unauthorized login attempt detected from IP 258. Confirm your password here: http://2222937/account/update
ham,Are you free tonight? Let's go to that cafe.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8661583597 immediately."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8175330161 or call +91-574."
ham,"Dear customer, cash withdrawal of Rs. 6608 from ATM at 694189 was successful. - ICICI Bank"
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 3770 PM at City Clinic.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler284.top/invest
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9696520584.xyz or WhatsApp +91-501."
ham,Can you share the assignment PDF with me?
ham,Here are the notes and action items from yesterday's discussion with the client.
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoSoham
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7663741509.top or call driver +91-115.
ham,"Hey team, the sprint planning session is confirmed for Rohan at 10:00 AM."
spam,Congratulations! You have won Rs. 591 in the international lottery. Claim your reward now: http://claim-prize9213338.xyz/bonus
ham,Can you pay Rs. Sameer for the pizza? I will give you cash tonight.
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoSneha
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8338473880 or call +91-192."
ham,"Hi Aditya, could you review the pull request for the authentication module when you have a moment?"
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-9833477305 to claim your prize cheque."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 13452 PM at City Clinic.
ham,"Split the cab fare on UPI, your share is Rs. Sameer."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8484979099 to claim your prize cheque."
ham,"I lost my phone, this is my new temporary number +91-Tanvi, save it."
spam,"Dear Customer, you received a tax refund of Rs. 552. Submit your bank credentials to deposit: https://incometax-refund-portal6860050.org/claim"
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
ham,"Hey team, the sprint planning session is confirmed for Sameer at 10:00 AM."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8853913114 to claim your prize cheque."
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9494671518 to disburse funds."
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
ham,Can you share the assignment PDF with me?
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8312789072 or +91-699 immediately.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8521561011 or call +91-234."
ham,"Please call me at +91-Rohan immediately, need some help."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8776819541 or +91-359 immediately.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update168.com/login.php
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9469072050 or call +91-708."
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9565848766 or call +91-545."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 14258 PM at City Clinic.
ham,"Hey dad, reached the station safely, booking cab now."
ham,Sent you Rs. Priya on PhonePe for yesterday's dinner bill.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9207385609.top or call driver +91-364.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7772382140 to claim your prize cheque."
ham,"Hey team, the sprint planning session is confirmed for Sameer at 10:00 AM."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7322175694 or +91-936 immediately.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify369.com/login
ham,Can you share the assignment PDF with me?
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme395.biz/register
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7990746659 to disburse funds."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
